Date,GORH,GPRH,GPTH,LPRH,OPRH,OPT,WCTH,WIRH,WITH,WPRH,WPTH
37029.62744,184,1502908,711528192,9045.514648,8167.978027,3867001,0.097013466,14254.70313,4291653,877.5367432,312417
37032.01163,184,1502908,715111424,9045.514648,8167.978027,3886475,0.097013466,14254.70313,4325639,877.5367432,314509.1875
37035.73691,184,1502908,720710144,9045.514648,8167.978027,3916903,0.097013466,14254.70313,4378742,877.5367432,317778.2813
37039.36847,184,1502908,726168064,9045.514648,8167.978027,3946565.5,0.097013466,14254.70313,4430508.5,877.5367432,320965.0938
37043,184,1502908,731625920,9045.514648,8167.978027,3976227.75,0.097013466,14254.70313,4482275,877.5367432,324151.9063
37044,184,1502255.25,733128192,9071.745117,8164.430664,3984392.25,0.100015409,14234.87695,4496510,907.3143311,325059.2188
37047,184,1502255.25,737634944,9071.745117,8164.430664,4008885.5,0.100015409,14234.87695,4539214.5,907.3143311,327781.1563
37052,184,1502255.25,745146240,9071.745117,8164.430664,4049707.75,0.100015409,14234.87695,4610389,907.3143311,332317.7188
37057,184,1502255.25,752657472,9071.745117,8164.430664,4090529.75,0.100015409,14234.87695,4681563.5,907.3143311,336854.3125
37062,184,1502255.25,760168768,9071.745117,8164.430664,4131352,0.100015409,14234.87695,4752737.5,907.3143311,341390.875
37067,184,1502255.25,767680064,9071.745117,8164.430664,4172174.25,0.100015409,14234.87695,4823912,907.3143311,345927.4375
37070,184,1502255.25,772186816,9071.745117,8164.430664,4196667.5,0.100015409,14234.87695,4866616.5,907.3143311,348649.375
37073,184,1502255.25,776693568,9071.745117,8164.430664,4221160.5,0.100015409,14234.87695,4909321.5,907.3143311,351371.3125
37074,184,1490822.5,778184384,9055.029297,8102.295898,4229263,0.105215862,14217.63867,4923539,952.732666,352324.0625
37077,184,1490822.5,782656832,9055.029297,8102.295898,4253570,0.105215862,14217.63867,4966192,952.732666,355182.25
37082,184,1490822.5,790110976,9055.029297,8102.295898,4294081.5,0.105215862,14217.63867,5037280,952.732666,359945.9063
37087,184,1490822.5,797565056,9055.029297,8102.295898,4334593,0.105215862,14217.63867,5108368.5,952.732666,364709.5938
37092,184,1490822.5,805019200,9055.029297,8102.295898,4375104.5,0.105215862,14217.63867,5179456.5,952.732666,369473.25
37097,184,1490822.5,812473344,9055.029297,8102.295898,4415616,0.105215862,14217.63867,5250544.5,952.732666,374236.9063
37100.5,184,1490822.5,817691200,9055.029297,8102.295898,4443974,0.105215862,14217.63867,5300306.5,952.732666,377571.4688
37104,184,1490822.5,822909056,9055.029297,8102.295898,4472332,0.105215862,14217.63867,5350068,952.732666,380906.0313
37105,184.0000153,1475753.25,824384832,9053.882813,8020.396973,4480352.5,0.114148356,14205.16797,5364273.5,1033.48584,381939.5313
37108,184.0000153,1475753.25,828812096,9053.882813,8020.396973,4504413.5,0.114148356,14205.16797,5406889,1033.48584,385039.9688
37113,184.0000153,1475753.25,836190848,9053.882813,8020.396973,4544515.5,0.114148356,14205.16797,5477914.5,1033.48584,390207.4063
37118,184.0000153,1475753.25,843569600,9053.882813,8020.396973,4584617.5,0.114148356,14205.16797,5548940.5,1033.48584,395374.8438
37123,184.0000153,1475753.25,850948352,9053.882813,8020.396973,4624719.5,0.114148356,14205.16797,5619966.5,1033.48584,400542.2813
37128,184.0000153,1475753.25,858327168,9053.882813,8020.396973,4664821.5,0.114148356,14205.16797,5690992,1033.48584,405709.6875
37131.5,184.0000153,1475753.25,863492288,9053.882813,8020.396973,4692893,0.114148356,14205.16797,5740710.5,1033.48584,409326.9063
37135,184.0000153,1475753.25,868657408,9053.882813,8020.396973,4720964,0.114148356,14205.16797,5790428.5,1033.48584,412944.0938
37136,184.0000153,1458369.625,870115776,9074.213867,7925.920898,4728890,0.12654461,14194.40723,5804622.5,1148.292847,414092.4063
37139,184.0000153,1458369.625,874490880,9074.213867,7925.920898,4752668,0.12654461,14194.40723,5847206,1148.292847,417537.2813
37144,184.0000153,1458369.625,881782720,9074.213867,7925.920898,4792297.5,0.12654461,14194.40723,5918178,1148.292847,423278.75
37149,184.0000153,1458369.625,889074624,9074.213867,7925.920898,4831927,0.12654461,14194.40723,5989150,1148.292847,429020.1875
37154,184.0000153,1458369.625,896366464,9074.213867,7925.920898,4871556.5,0.12654461,14194.40723,6060122,1148.292847,434761.6563
37159,184.0000153,1458369.625,903658304,9074.213867,7925.920898,4911186.5,0.12654461,14194.40723,6131094,1148.292847,440503.125
37162,184.0000153,1458369.625,908033408,9074.213867,7925.920898,4934964,0.12654461,14194.40723,6173677.5,1148.292847,443948
37165,184.0000153,1458369.625,912408512,9074.213867,7925.920898,4958742,0.12654461,14194.40723,6216260.5,1148.292847,447392.875
37166,183.9999695,1436644.375,913845184,9095.896484,7807.851074,4966549.5,0.141607299,14182.50391,6230443,1288.04541,448680.9375
37169,183.9999695,1436644.375,918155072,9095.896484,7807.851074,4989973,0.141607299,14182.50391,6272990.5,1288.04541,452545.0625
37174,183.9999695,1436644.375,925338304,9095.896484,7807.851074,5029012.5,0.141607299,14182.50391,6343903,1288.04541,458985.2813
37179,183.9999695,1436644.375,932521536,9095.896484,7807.851074,5068052,0.141607299,14182.50391,6414815.5,1288.04541,465425.5313
37184,183.9999695,1436644.375,939704768,9095.896484,7807.851074,5107091,0.141607299,14182.50391,6485728,1288.04541,471865.75
37189,183.9999695,1436644.375,946888000,9095.896484,7807.851074,5146130.5,0.141607299,14182.50391,6556640.5,1288.04541,478305.9688
37192.5,183.9999695,1436644.375,951916224,9095.896484,7807.851074,5173457.5,0.141607299,14182.50391,6606279.5,1288.04541,482814.125
37196,183.9999695,1436644.375,956944512,9095.896484,7807.851074,5200785,0.141607299,14182.50391,6655918,1288.04541,487322.2813
37197,184.0000153,1415105.75,958359616,9140.999023,7690.791016,5208476,0.158648744,14169.09082,6670087.5,1450.20813,488772.5
37200,184.0000153,1415105.75,962604928,9140.999023,7690.791016,5231548.5,0.158648744,14169.09082,6712594.5,1450.20813,493123.125
37205,184.0000153,1415105.75,969680448,9140.999023,7690.791016,5270002.5,0.158648744,14169.09082,6783440,1450.20813,500374.1563
37210,184.0000153,1415105.75,976755968,9140.999023,7690.791016,5308456.5,0.158648744,14169.09082,6854285.5,1450.20813,507625.2188
37215,184.0000153,1415105.75,983831488,9140.999023,7690.791016,5346910,0.158648744,14169.09082,6925131,1450.20813,514876.25
37220,184.0000153,1415105.75,990907008,9140.999023,7690.791016,5385364,0.158648744,14169.09082,6995976.5,1450.20813,522127.2813
37223,184.0000153,1415105.75,995152320,9140.999023,7690.791016,5408436.5,0.158648744,14169.09082,7038483.5,1450.20813,526477.9375
37226,184.0000153,1415105.75,999397632,9140.999023,7690.791016,5431509,0.158648744,14169.09082,7080991,1450.20813,530828.5625
37227,183.9999695,1396986.75,1000794624,9206.719727,7592.320313,5439101.5,0.175350145,14156.07031,7095147,1614.399658,532442.9375
37230,183.9999695,1396986.75,1004985600,9206.719727,7592.320313,5461878,0.175350145,14156.07031,7137615,1614.399658,537286.125
37235,183.9999695,1396986.75,1011970560,9206.719727,7592.320313,5499840,0.175350145,14156.07031,7208395.5,1614.399658,545358.125
37240,183.9999695,1396986.75,1018955456,9206.719727,7592.320313,5537801.5,0.175350145,14156.07031,7279176,1614.399658,553430.125
37245,183.9999695,1396986.75,1025940416,9206.719727,7592.320313,5575763,0.175350145,14156.07031,7349956,1614.399658,561502.125
37250,183.9999695,1396986.75,1032925312,9206.719727,7592.320313,5613724.5,0.175350145,14156.07031,7420736.5,1614.399658,569574.125
37253.5,183.9999695,1396986.75,1037814784,9206.719727,7592.320313,5640298,0.175350145,14156.07031,7470283,1614.399658,575224.5
37257,183.9999695,1396986.75,1042704256,9206.719727,7592.320313,5666871,0.175350145,14156.07031,7519829,1614.399658,580874.9375
37258,183.9999847,1380703.125,1044084928,9276.641602,7503.821777,5674374.5,0.191105768,14143.36816,7533972.5,1772.819702,582647.75
37261,183.9999847,1380703.125,1048227072,9276.641602,7503.821777,5696886,0.191105768,14143.36816,7576402.5,1772.819702,587966.1875
37266,183.9999847,1380703.125,1055130560,9276.641602,7503.821777,5734405.5,0.191105768,14143.36816,7647119.5,1772.819702,596830.3125
37271,183.9999847,1380703.125,1062034112,9276.641602,7503.821777,5771924.5,0.191105768,14143.36816,7717836,1772.819702,605694.375
37276,183.9999847,1380703.125,1068937600,9276.641602,7503.821777,5809443.5,0.191105768,14143.36816,7788553,1772.819702,614558.5
37281,183.9999847,1380703.125,1075841152,9276.641602,7503.821777,5846962.5,0.191105768,14143.36816,7859270,1772.819702,623422.625
37284.5,183.9999847,1380703.125,1080673536,9276.641602,7503.821777,5873226,0.191105768,14143.36816,7908771.5,1772.819702,629627.4375
37288,183.9999847,1380703.125,1085506048,9276.641602,7503.821777,5899489.5,0.191105768,14143.36816,7958273.5,1772.819702,635832.3125
37289,183.9999695,1366783.25,1086872832,9347.445313,7428.170898,5906917.5,0.205326095,14131.55859,7972405,1919.274414,637751.625
37292,183.9999695,1366783.25,1090973184,9347.445313,7428.170898,5929202,0.205326095,14131.55859,8014799.5,1919.274414,643509.4375
37297,183.9999695,1366783.25,1097807104,9347.445313,7428.170898,5966343,0.205326095,14131.55859,8085457.5,1919.274414,653105.8125
37302,183.9999695,1366783.25,1104641024,9347.445313,7428.170898,6003483.5,0.205326095,14131.55859,8156115.5,1919.274414,662702.1875
37307,183.9999695,1366783.25,1111474944,9347.445313,7428.170898,6040624.5,0.205326095,14131.55859,8226773,1919.274414,672298.5625
37311.5,183.9999695,1366783.25,1117625472,9347.445313,7428.170898,6074051.5,0.205326095,14131.55859,8290365,1919.274414,680935.3125
37316,183.9999695,1366783.25,1123776000,9347.445313,7428.170898,6107478,0.205326095,14131.55859,8353957,1919.274414,689572
37317,184,1353819.5,1125129728,9423.155273,7357.714844,6114836,0.219187796,14121.2207,8368078.5,2065.440674,691637.4375
37320,184,1353819.5,1129191296,9423.155273,7357.714844,6136909,0.219187796,14121.2207,8410442,2065.440674,697833.8125
37325,184,1353819.5,1135960320,9423.155273,7357.714844,6173697.5,0.219187796,14121.2207,8481048,2065.440674,708161
37330,184,1353819.5,1142729472,9423.155273,7357.714844,6210486,0.219187796,14121.2207,8551654,2065.440674,718488.1875
37335,184,1353819.5,1149498496,9423.155273,7357.714844,6247274.5,0.219187796,14121.2207,8622260,2065.440674,728815.375
37340,184,1353819.5,1156267648,9423.155273,7357.714844,6284063.5,0.219187796,14121.2207,8692866,2065.440674,739142.625
37343.5,184,1353819.5,1161005952,9423.155273,7357.714844,6309815.5,0.219187796,14121.2207,8742291,2065.440674,746371.625
37347,184,1353819.5,1165744384,9423.155273,7357.714844,6335567.5,0.219187796,14121.2207,8791715,2065.440674,753600.6875
37348,184.0000153,1340575.5,1167084928,9505.333008,7285.73584,6342853,0.233510703,14111.93359,8805827,2219.597168,755820.25
37351,184.0000153,1340575.5,1171106688,9505.333008,7285.73584,6364710,0.233510703,14111.93359,8848163,2219.597168,762479.0625
37356,184.0000153,1340575.5,1177809536,9505.333008,7285.73584,6401139,0.233510703,14111.93359,8918722,2219.597168,773577.0625
37361,184.0000153,1340575.5,1184512384,9505.333008,7285.73584,6437567.5,0.233510703,14111.93359,8989282,2219.597168,784675.0625
37366,184.0000153,1340575.5,1191215360,9505.333008,7285.73584,6473996.5,0.233510703,14111.93359,9059842,2219.597168,795773
37371,184.0000153,1340575.5,1197918208,9505.333008,7285.73584,6510425,0.233510703,14111.93359,9130401,2219.597168,806871
37374,184.0000153,1340575.5,1201939968,9505.333008,7285.73584,6532282,0.233510703,14111.93359,9172737,2219.597168,813529.8125
37377,184.0000153,1340575.5,1205961600,9505.333008,7285.73584,6554139.5,0.233510703,14111.93359,9215073,2219.597168,820188.625
37378,184,1327185.375,1207288832,9589.90918,7212.963867,6561352.5,0.247858956,14103.45801,9229176,2376.944824,822565.5625
37381,184,1327185.375,1211270400,9589.90918,7212.963867,6582991,0.247858956,14103.45801,9271487,2376.944824,829696.375
37386,184,1327185.375,1217906304,9589.90918,7212.963867,6619056,0.247858956,14103.45801,9342004,2376.944824,841581.125
37391,184,1327185.375,1224542208,9589.90918,7212.963867,6655121,0.247858956,14103.45801,9412521,2376.944824,853465.8125
37396,184,1327185.375,1231178112,9589.90918,7212.963867,6691185.5,0.247858956,14103.45801,9483039,2376.944824,865350.5625
37401,184,1327185.375,1237814144,9589.90918,7212.963867,6727250.5,0.247858956,14103.45801,9553556,2376.944824,877235.25
37404.5,184,1327185.375,1242459264,9589.90918,7212.963867,6752496,0.247858956,14103.45801,9602918,2376.944824,885554.5625
37408,184,1327185.375,1247104384,9589.90918,7212.963867,6777741.5,0.247858956,14103.45801,9652280,2376.944824,893873.875
37409,184.0000153,1313087.625,1248417536,9674.830078,7136.344727,6784877.5,0.262380332,14097.01563,9666377,2538.485107,896412.375
37412,184.0000153,1313087.625,1252356736,9674.830078,7136.344727,6806286.5,0.262380332,14097.01563,9708668,2538.485107,904027.8125
37417,184.0000153,1313087.625,1258922112,9674.830078,7136.344727,6841968.5,0.262380332,14097.01563,9779153,2538.485107,916720.25
37422,184.0000153,1313087.625,1265487616,9674.830078,7136.344727,6877650,0.262380332,14097.01563,9849638,2538.485107,929412.6875
37427,184.0000153,1313087.625,1272052992,9674.830078,7136.344727,6913332,0.262380332,14097.01563,9920123,2538.485107,942105.125
37432,184.0000153,1313087.625,1278618496,9674.830078,7136.344727,6949013.5,0.262380332,14097.01563,9990609,2538.485107,954797.5
37435,184.0000153,1313087.625,1282557696,9674.830078,7136.344727,6970422.5,0.262380332,14097.01563,10032900,2538.485107,962413
37438,184.0000153,1313087.625,1286497024,9674.830078,7136.344727,6991831.5,0.262380332,14097.01563,10075191,2538.485107,970028.4375
37439,184,1298352.625,1287795328,9761.552734,7056.26416,6998888,0.27713713,14093.97656,10089285,2705.288574,972733.75
37442,184,1298352.625,1291690368,9761.552734,7056.26416,7020056.5,0.27713713,14093.97656,10131567,2705.288574,980849.5625
37447,184,1298352.625,1298182144,9761.552734,7056.26416,7055338,0.27713713,14093.97656,10202036,2705.288574,994376.0625
37452,184,1298352.625,1304673920,9761.552734,7056.26416,7090619.5,0.27713713,14093.97656,10272506,2705.288574,1007902.5
37457,184,1298352.625,1311165696,9761.552734,7056.26416,7125900.5,0.27713713,14093.97656,10342976,2705.288574,1021428.938
37462,184,1298352.625,1317657472,9761.552734,7056.26416,7161182,0.27713713,14093.97656,10413446,2705.288574,1034955.375
37465.5,184,1298352.625,1322201728,9761.552734,7056.26416,7185879,0.27713713,14093.97656,10462775,2705.288574,1044423.875
37469,184,1298352.625,1326745984,9761.552734,7056.26416,7210576,0.27713713,14093.97656,10512104,2705.288574,1053892.375
37470,184.0000305,1283645.25,1328029568,9851.006836,6976.332031,7217552,0.291815311,14094.3252,10526198,2874.674316,1056767
37473,184.0000305,1283645.25,1331880576,9851.006836,6976.332031,7238481,0.291815311,14094.3252,10568481,2874.674316,1065391.125
37478,184.0000305,1283645.25,1338298752,9851.006836,6976.332031,7273363,0.291815311,14094.3252,10638953,2874.674316,1079764.5
37483,184.0000305,1283645.25,1344716928,9851.006836,6976.332031,7308244.5,0.291815311,14094.3252,10709424,2874.674316,1094137.875
37488,184.0000305,1283645.25,1351135232,9851.006836,6976.332031,7343126,0.291815311,14094.3252,10779896,2874.674316,1108511.25
37493,184.0000305,1283645.25,1357553408,9851.006836,6976.332031,7378008,0.291815311,14094.3252,10850368,2874.674316,1122884.625
37496.5,184.0000305,1283645.25,1362046208,9851.006836,6976.332031,7402425,0.291815311,14094.3252,10899698,2874.674316,1132945.875
37500,184.0000305,1283645.25,1366539008,9851.006836,6976.332031,7426842,0.291815311,14094.3252,10949028,2874.674316,1143007.25
37501,183.9999847,1270394.625,1367809280,9940.084961,6904.319336,7433746.5,0.305406421,14097.19922,10963125,3035.765625,1146043
37504,183.9999847,1270394.625,1371620480,9940.084961,6904.319336,7454459.5,0.305406421,14097.19922,11005417,3035.765625,1155150.375
37509,183.9999847,1270394.625,1377972480,9940.084961,6904.319336,7488981,0.305406421,14097.19922,11075903,3035.765625,1170329.125
37514,183.9999847,1270394.625,1384324480,9940.084961,6904.319336,7523502.5,0.305406421,14097.19922,11146389,3035.765625,1185508
37519,183.9999847,1270394.625,1390676480,9940.084961,6904.319336,7558024,0.305406421,14097.19922,11216875,3035.765625,1200686.875
37524,183.9999847,1270394.625,1397028480,9940.084961,6904.319336,7592546,0.305406421,14097.19922,11287361,3035.765625,1215865.625
37527,183.9999847,1270394.625,1400839552,9940.084961,6904.319336,7613258.5,0.305406421,14097.19922,11329652,3035.765625,1224973
37530,183.9999847,1270394.625,1404650752,9940.084961,6904.319336,7633971.5,0.305406421,14097.19922,11371944,3035.765625,1234080.25
37531,184,1257908.625,1405908736,10023.30762,6836.459961,7640808,0.317943722,14102.32617,11386046,3186.8479,1237267.125
37534,184,1257908.625,1409682432,10023.30762,6836.459961,7661317.5,0.317943722,14102.32617,11428353,3186.8479,1246827.625
37539,184,1257908.625,1415971968,10023.30762,6836.459961,7695500,0.317943722,14102.32617,11498865,3186.8479,1262761.875
37544,184,1257908.625,1422261504,10023.30762,6836.459961,7729682,0.317943722,14102.32617,11569377,3186.8479,1278696.125
37549,184,1257908.625,1428551040,10023.30762,6836.459961,7763864.5,0.317943722,14102.32617,11639888,3186.8479,1294630.375
37554,184,1257908.625,1434840576,10023.30762,6836.459961,7798046.5,0.317943722,14102.32617,11710400,3186.8479,1310564.625
37557.5,184,1257908.625,1439243264,10023.30762,6836.459961,7821974.5,0.317943722,14102.32617,11759758,3186.8479,1321718.625
37561,184,1257908.625,1443645952,10023.30762,6836.459961,7845902,0.317943722,14102.32617,11809116,3186.8479,1332872.5
37562,183.9999847,1246060,1444892032,10101.41504,6772.065918,7852674,0.329592317,14108.70313,11823225,3329.348633,1336201.875
37565,183.9999847,1246060,1448630144,10101.41504,6772.065918,7872990,0.329592317,14108.70313,11865551,3329.348633,1346190
37570,183.9999847,1246060,1454860544,10101.41504,6772.065918,7906850.5,0.329592317,14108.70313,11936094,3329.348633,1362836.625
37575,183.9999847,1246060,1461090816,10101.41504,6772.065918,7940711,0.329592317,14108.70313,12006638,3329.348633,1379483.375
37580,183.9999847,1246060,1467321088,10101.41504,6772.065918,7974571,0.329592317,14108.70313,12077181,3329.348633,1396130.125
37585,183.9999847,1246060,1473551360,10101.41504,6772.065918,8008431.5,0.329592317,14108.70313,12147725,3329.348633,1412776.875
37588,183.9999847,1246060,1477289600,10101.41504,6772.065918,8028747.5,0.329592317,14108.70313,12190051,3329.348633,1422765
37591,183.9999847,1246060,1481027712,10101.41504,6772.065918,8049064,0.329592317,14108.70313,12232377,3329.348633,1432753
37592,183.9999847,1234778.125,1482262528,10174.35254,6710.750977,8055774.5,0.340424776,14116.23242,12246493,3463.601807,1436216.625
37595,183.9999847,1234778.125,1485966848,10174.35254,6710.750977,8075907,0.340424776,14116.23242,12288842,3463.601807,1446607.375
37600,183.9999847,1234778.125,1492140800,10174.35254,6710.750977,8109460.5,0.340424776,14116.23242,12359423,3463.601807,1463925.375
37605,183.9999847,1234778.125,1498314624,10174.35254,6710.750977,8143014.5,0.340424776,14116.23242,12430004,3463.601807,1481243.375
37610,183.9999847,1234778.125,1504488576,10174.35254,6710.750977,8176568,0.340424776,14116.23242,12500586,3463.601807,1498561.375
37615,183.9999847,1234778.125,1510662400,10174.35254,6710.750977,8210122,0.340424776,14116.23242,12571167,3463.601807,1515879.5
37618,183.9999847,1234778.125,1514366720,10174.35254,6710.750977,8230254,0.340424776,14116.23242,12613515,3463.601807,1526270.25
37621,183.9999847,1234778.125,1518071040,10174.35254,6710.750977,8250386.5,0.340424776,14116.23242,12655864,3463.601807,1536661
37622,183.9999847,1234778.125,1519305856,10174.35254,6710.750977,8257097,0.340424776,14116.23242,12669980,3463.601807,1540124.625
37623,183.9999847,1234778.125,1520540672,10174.35254,6710.750977,8263808,0.340424776,14116.23242,12684097,3463.601807,1543588.25
