OPR,OPRH,GPR,GPRH,WCT,WCTH,OPT,OPTH,GPT,GPTH,WPT,WPTH,Date,BHP,GOR,PI,Temperature
3072.264404,3732.4729,565296.6875,686775.125,0.294461429,0.063599601,197533.0625,249341.7188,36346084,45878876,104432.0859,23991.02539,36620.99377,117.0927658,184,21.91611099,413.9085
3100.199219,3732.4729,570436.625,686775.125,0.285520375,0.063599601,213034.0625,268004.0938,39198268,49312752,110626.5938,25258.55859,36625.99377,115.6178055,184,22.08725357,413.89
3131.143066,3732.4729,576130.3125,686775.125,0.275556475,0.063599601,228689.7813,286666.4375,42078920,52746628,116581.5625,26526.0918,36630.99377,114.3729477,184,22.32240295,413.8715
3163.453613,3732.4729,582075.4375,686775.125,0.265060663,0.063599601,244507.0469,305328.8125,44989296,56180504,122286.1641,27793.625,36635.99377,113.3333969,184,22.60237503,413.853
3193.182129,3732.4729,587543.4375,686775.125,0.255327195,0.063599601,260472.9531,323991.1875,47927012,59614376,127760.4219,29061.16016,36640.99377,112.5968704,183.9993439,22.91305351,413.8345
3210.760986,3732.4729,590776.4375,686775.125,0.249554202,0.063599601,270115.25,335200.2188,49701184,61676844,130966.875,29822.4707,36643.99688,112.2191467,183.9988861,23.10886955,413.816
3227.957031,3732.4729,593938.8125,686775.125,0.243861064,0.063599601,279809.1875,346409.2813,51484852,63739312,134093.25,30583.7793,36647,111.8901138,183.9983521,23.31160927,413.7975
2956.72876,3436.547119,544037.8125,632324.625,0.241588473,0.053106096,282765.9063,349845.8438,52028888,64371636,135035.1094,30776.51758,36648,124.5658722,183.9999084,23.32650566,413.779
2967.75415,3436.547119,546067.0625,632324.625,0.237555295,0.053106096,291669.1875,360155.4688,53667092,66268608,137809.0938,31354.72852,36651,124.5449066,184.0001068,23.48653793,413.7605
2989.141357,3436.547119,550002.125,632324.625,0.22970283,0.053106096,306614.875,377338.2188,56417100,69430232,142265.9063,32318.41406,36656,124.3454666,184.0000458,23.78230476,413.742
3010.349854,3436.547119,553904.1875,632324.625,0.221880212,0.053106096,321666.625,394520.9375,59186624,72591856,146557.9063,33282.09766,36661,124.1241455,183.999939,24.09078026,413.7235
3030.487549,3436.547119,557607.875,632324.625,0.214409694,0.053106096,336819.0625,411703.6875,61974660,75753480,150693.4375,34245.78516,36666,123.9286652,183.9993896,24.40582275,413.705
3049.445557,3436.547119,561093.8125,632324.625,0.207337767,0.053106096,352066.2813,428886.4063,64780132,78915104,154681.6719,35209.46875,36671,123.7400894,183.998642,24.71964455,413.6865
3062.195068,3436.547119,563438.0625,632324.625,0.202568918,0.053106096,362783.9688,440914.3125,66752164,81128240,157404.25,35884.05078,36674.5,123.6045609,183.9980927,24.93662834,413.668
3063.501709,3436.547119,563678.3125,632324.625,0.202097565,0.053106096,363856.1875,442117.125,66949452,81349552,157675.8281,35951.50781,36674.85001,123.5936279,183.9980316,24.95839882,413.6495
3065.057373,3436.547119,563964.3125,632324.625,0.201512575,0.053106096,365197.1563,443620.5938,67196184,81626192,158014.25,36035.83203,36675.28751,123.5753403,183.9979553,24.98553467,413.631
3067.481689,3436.547119,564408.9375,632324.625,0.200600624,0.053106096,367294.0625,445969.8125,67582008,82058448,158540.4375,36167.58594,36675.9711,123.549202,183.9974976,25.02743149,413.6125
3071.024902,3436.547119,565056.375,632324.625,0.199269161,0.053106096,370409.5,449456.0313,68155232,82699912,159315.75,36363.10938,36676.98555,123.5057755,183.9960327,25.08910561,413.594
3074.548828,3436.547119,565700,632324.625,0.197945938,0.053106096,373528.4688,452942.25,68729112,83341376,160085.5,36558.62891,36678,123.4622345,183.9944763,25.15028763,413.5755
2787.022949,3123.061035,512810.875,574643.1875,0.196087718,0.047102861,376315.5,456065.3125,69241920,83916016,160765.3125,36713.00781,36679,135.9707947,183.999527,25.1568737,413.557
2793.041504,3123.061035,513920.2188,574643.1875,0.19356361,0.047102861,384694.625,465434.5,70783680,85639944,162776.4844,37176.13672,36682,136.120224,184.0002136,25.29175186,413.5385
2805.173096,3123.061035,516152.5,574643.1875,0.188462675,0.047102861,398720.5,481049.7813,73364448,88513160,166033.7031,37948.01953,36687,136.1453247,184.0002289,25.53210831,413.52
2817.177734,3123.061035,518361.0938,574643.1875,0.183392972,0.047102861,412806.375,496665.0938,75956248,91386376,169197.1094,38719.90234,36692,136.0875854,184.0001526,25.77526283,413.5015
2828.759766,3123.061035,520491.875,574643.1875,0.178480819,0.047102861,426950.1875,512280.4063,78558712,94259592,172269.9375,39491.78906,36697,136.0243835,184.0000305,26.0256958,413.483
2839.060791,3123.061035,522386.75,574643.1875,0.174095243,0.047102861,441145.4688,527895.6875,81170648,97132808,175262.2188,40263.67188,36702,135.9893036,183.9998474,26.27853012,413.4645
2844.457031,3123.061035,523378.75,574643.1875,0.171791106,0.047102861,449678.8438,537264.875,82740784,98856736,177032.25,40726.80078,36705,135.9831848,183.999527,26.42823219,413.446
2849.674072,3123.061035,524337.5,574643.1875,0.169560835,0.047102861,458227.875,546634.0625,84313792,100580672,178777.8125,41189.92969,36708,135.9665375,183.9990997,26.57567596,413.4275
2620.78418,2877.397949,482224.6875,529441.1875,0.168416008,0.043081388,460848.6563,549511.5,84796016,101110112,179308.5781,41319.47266,36709,145.4364014,184.0001526,26.57974625,413.409
2623.750732,2877.397949,482770.875,529441.1875,0.167031854,0.043081388,468719.9063,558143.6875,86244328,102698432,180886.9688,41708.10547,36712,145.6215363,184.0002899,26.68980026,413.3905
2630.091064,2877.397949,483937.4375,529441.1875,0.164069787,0.043081388,481870.375,572530.625,88664016,105345640,183468.0469,42355.82031,36717,145.7481842,184.0002747,26.88412094,413.372
2636.224854,2877.397949,485066.0313,529441.1875,0.161198169,0.043081388,495051.5,586917.625,91089344,107992848,186001.1406,43003.53516,36722,145.8166656,184.0002594,27.08085251,413.3535
2642.055176,2877.397949,486138.75,529441.1875,0.158463657,0.043081388,508261.75,601304.625,93520040,110640048,188488.6875,43651.25,36727,145.8553925,184.0002289,27.27718735,413.335
2647.571045,2877.397949,487153.3125,529441.1875,0.15587227,0.043081388,521499.625,615691.625,95955808,113287256,190933.1094,44298.96875,36732,145.8678741,184.0000916,27.46918488,413.3165
2651.268311,2877.397949,487833.2188,529441.1875,0.154133201,0.043081388,530779.0625,625762.5,97663224,115140304,192624,44752.36719,36735.5,145.8674164,183.9999542,27.60148048,413.298
2654.772949,2877.397949,488477.6875,529441.1875,0.15248242,0.043081388,540070.75,635833.4375,99372896,116993344,194295.7344,45205.76953,36739,145.8599854,183.9998016,27.73155975,413.2795
2490.723633,2703.904053,458293.8438,497518.3125,0.151730046,0.039837807,542561.5,638537.3125,99831192,117490864,194741.25,45317.95703,36740,152.3950195,184.0002899,27.7381115,413.261
2492.503906,2703.904053,458621.5,497518.3125,0.150833264,0.039837807,550039,646649,101207056,118983416,196069.4531,45654.51953,36743,152.5580444,184.0003052,27.82623482,413.2425
2496.287598,2703.904053,459317.6563,497518.3125,0.148926049,0.039837807,562520.4375,660168.5625,103503640,121471008,198253.5313,46215.45313,36748,152.6748657,184.0002899,27.97798347,413.224
2500.009277,2703.904053,460002.4063,497518.3125,0.147048235,0.039837807,575020.5,673688.0625,105803656,123958600,200408.5156,46776.38672,36753,152.7359467,184.0002747,28.12928009,413.2055
2503.585449,2703.904053,460660.3438,497518.3125,0.145242065,0.039837807,587538.4375,687207.5625,108106960,126446192,202535.5938,47337.32031,36758,152.7691498,184.0002441,28.28006363,413.187
2507.011963,2703.904053,461290.75,497518.3125,0.143509328,0.039837807,600073.4375,700727.125,110413408,128933784,204635.9063,47898.25391,36763,152.7869873,184.0002136,28.43124199,413.1685
2509.336426,2703.904053,461718.375,497518.3125,0.142333537,0.039837807,608856.125,710190.75,112029424,130675096,206093.4219,48290.91016,36766.5,152.7894135,184.0001984,28.53550148,413.15
2511.568359,2703.904053,462128.8125,497518.3125,0.14120318,0.039837807,617646.625,719654.4375,113646872,132416416,207538.7656,48683.5625,36770,152.7832794,184.0000916,28.63794518,413.1315
2390.197998,2576.677002,439797.0313,474108.5938,0.140688926,0.037258662,620036.8125,722231.125,114086672,132890520,207930.0938,48783.28125,36771,157.4904327,184.0002441,28.64405823,413.113
2391.400146,2576.677002,440018.1875,474108.5938,0.140047029,0.037258662,627211.0625,729961.125,115406728,134312848,209098.4375,49082.44141,36774,157.6099243,184.0002441,28.71589088,413.0945
2393.892578,2576.677002,440476.8125,474108.5938,0.138715461,0.037258662,639180.5,742844.5,117609112,136683392,211026.2031,49581.03516,36779,157.687912,184.0002441,28.83512688,413.076
2396.33667,2576.677002,440926.4688,474108.5938,0.137409121,0.037258662,651162.1875,755727.9375,119813744,139053936,212934.8594,50079.62891,36784,157.7119904,184.0002289,28.95082092,413.0575
2398.675537,2576.677002,441356.8125,474108.5938,0.136158124,0.037258662,663155.5625,768611.3125,122020528,141424480,214825.25,50578.22266,36789,157.7018585,184.0002289,29.06232262,413.039
2400.897705,2576.677002,441765.6875,474108.5938,0.134968802,0.037258662,675160.0625,781494.6875,124229352,143795024,216698.2813,51076.82031,36794,157.664505,184.0002136,29.16931725,413.0205
2402.174316,2576.677002,442000.5313,474108.5938,0.134285972,0.037258662,682366.5625,789224.6875,125555360,145217344,217816.125,51375.97656,36797,157.6342468,184.0001984,29.23188782,413.002
2403.413818,2576.677002,442228.5313,474108.5938,0.13362205,0.037258662,689576.8125,796954.75,126882040,146639664,218928.1563,51675.13281,36800,157.5953522,184.0001678,29.29269981,412.9835
2311.337891,2480.144043,425286.6563,456346.5,0.133269832,0.035543174,691888.125,799434.875,127307328,147096016,219283.5625,51766.53125,36801,161.0906067,184.0001984,29.29488564,412.965
2312.138428,2480.144043,425433.9375,456346.5,0.132822633,0.035543174,698824.5625,806875.3125,128583632,148465056,220345.9844,52040.73438,36804,161.144577,184.0001984,29.3434906,412.9465
2313.793701,2480.144043,425738.5,456346.5,0.131897911,0.035543174,710393.5,819276.0625,130712320,150746784,222103.75,52497.73828,36809,161.1490631,184.0001984,29.42424583,412.928
2315.416992,2480.144043,426037.1875,456346.5,0.130990699,0.035543174,721970.625,831676.75,132842512,153028528,223848.8281,52954.74609,36814,161.1109161,184.0001984,29.50200462,412.9095
2316.969482,2480.144043,426322.8125,456346.5,0.130122945,0.035543174,733555.4375,844077.5,134974128,155310256,225581.7813,53411.75,36819,161.0436096,184.0001831,29.57595253,412.891
2318.442871,2480.144043,426593.9063,456346.5,0.129299074,0.035543174,745147.6875,856478.1875,137107088,157591984,227303.2344,53868.75391,36824,160.9523621,184.0001831,29.64546967,412.8725
2319.433838,2480.144043,426776.25,456346.5,0.128745064,0.035543174,753265.6875,865158.6875,138600816,159189200,228502.8281,54188.65625,36827.5,160.8774567,184.0001831,29.69182396,412.854
2320.386719,2480.144043,426951.5625,456346.5,0.128212005,0.035543174,761387.0625,873839.1875,140095136,160786416,229697.2188,54508.55859,36831,160.7929382,184.0001831,29.73568726,412.8355
2249.010986,2405.436035,413818.4063,442600.0938,0.127963051,0.034276579,763636.0625,876244.625,140508960,161229008,230027.2344,54593.9375,36832,163.4597778,184.0001831,29.7339344,412.817
2249.532715,2405.436035,413914.4063,442600.0938,0.127661049,0.034276579,770384.6875,883460.9375,141750704,162556816,231014.8438,54850.06641,36835,163.4625244,184.0001831,29.76213264,412.7985
2250.615479,2405.436035,414113.6563,442600.0938,0.127034232,0.034276579,781637.75,895488.125,143821264,164769808,232652.4063,55276.94922,36840,163.3955078,184.0001678,29.80736351,412.78
2251.664307,2405.436035,414306.625,442600.0938,0.126427233,0.034276579,792896.0625,907515.3125,145892800,166982816,234281.75,55703.83203,36845,163.2904968,184.0001678,29.84837151,412.7615
2252.643555,2405.436035,414486.8125,442600.0938,0.125860482,0.034276579,804159.25,919542.5,147965232,169195808,235903.4531,56130.71484,36850,163.1568298,184.0001678,29.88443756,412.743
2253.540771,2405.436035,414651.8438,442600.0938,0.125341326,0.034276579,815427,931569.6875,150038496,171408816,237518.1563,56557.59766,36855,162.9998016,184.0001678,29.91483498,412.7245
2254.052979,2405.436035,414746.0938,442600.0938,0.12504521,0.034276579,822189.125,938786,151282736,172736608,238484.5781,56813.72656,36858,162.8975067,184.0001678,29.93091393,412.706
2254.542969,2405.436035,414836.25,442600.0938,0.124761701,0.034276579,828952.75,946002.3125,152527248,174064416,239448.7031,57069.85547,36861,162.790802,184.0001678,29.94573975,412.6875
2199.150146,2347.688965,404643.9688,431974.8125,0.124592274,0.033221684,831151.9375,948350,152931888,174496384,239761.7031,57150.53125,36862,164.8391266,184.0001678,29.93925095,412.669
2199.419922,2347.688965,404693.5938,431974.8125,0.124431834,0.033221684,837750.1875,955393.0625,154145968,175792320,240699.4063,57392.55078,36865,164.7904205,184.0001678,29.94631386,412.6505
2200.005615,2347.688965,404801.4063,431974.8125,0.124083258,0.033221684,848750.1875,967131.5,156169968,177952192,242257.6875,57795.92578,36870,164.6463623,184.0001526,29.95414162,412.632
2200.545166,2347.688965,404900.6563,431974.8125,0.123762496,0.033221684,859752.9375,978869.9375,158194480,180112064,243811.75,58199.29688,36875,164.4652252,184.0001526,29.95615005,412.6135
2201.013184,2347.688965,404986.7813,431974.8125,0.123484328,0.033221684,870758,990608.375,160219408,182271936,245362.1563,58602.66797,36880,164.256485,184.0001526,29.95215607,412.595
2201.41333,2347.688965,405060.375,431974.8125,0.123246722,0.033221684,881765.0625,1002346.813,162244720,184431808,246909.4375,59006.03906,36885,164.0254211,184.0001526,29.94058228,412.5765
2201.6521,2347.688965,405104.3438,431974.8125,0.123105139,0.033221684,889470.875,1010563.75,163662576,185943728,247991.2344,59288.39844,36888.5,163.8506622,184.0001526,29.92869568,412.558
2201.85376,2347.688965,405141.4063,431974.8125,0.122985698,0.033221684,897177.3125,1018780.625,165080576,187455632,249071.9219,59570.75781,36892,163.6639709,184.0001526,29.91282272,412.5395
1819.649536,1937.505981,334815.7813,356501.0938,0.122370705,0.034572367,898997,1020718.125,165415392,187812144,249325.6406,59640.14063,36893,177.9776764,184.0001526,29.83383179,412.521
1818.453491,1937.505981,334595.7188,356501.0938,0.123238079,0.034572367,904452.3125,1026530.688,166419184,188881632,250092.4531,59848.28906,36896,177.6566467,184.0001526,29.80940056,412.5025
1817.994385,1937.505981,334511.25,356501.0938,0.123583674,0.034572367,913542.3125,1036218.188,168091728,190664144,251374.2344,60195.20313,36901,176.4420929,184.0001526,29.78719902,412.484
1817.881348,1937.505981,334490.4375,356501.0938,0.123688929,0.034572367,922631.75,1045905.75,169764192,192446656,252657.1719,60542.12109,36906,175.1188812,184.0001526,29.76515007,412.4655
1817.872559,1937.505981,334487.3125,356501.0938,0.123718783,0.034572367,931721.0625,1055593.25,171436624,194229152,253940.4688,60889.03516,36911,173.8636932,183.9993286,29.74004364,412.447
1817.917236,1937.505981,334474.4688,356501.0938,0.123752251,0.034572367,940810.6875,1065280.75,173108992,196011664,255224.1875,61235.94922,36916,172.6958466,183.9877167,29.70826721,412.4285
1818.010864,1937.505981,334472.1875,356501.0938,0.123746112,0.034572367,947173.6875,1072062.125,174279648,197259408,256122.7969,61478.78906,36919.5,171.9208679,183.9769897,29.68446159,412.41
1818.185913,1937.505981,334447.3125,356501.0938,0.123748183,0.034572367,953537.375,1078843.375,175450208,198507168,257021.5,61721.62891,36923,171.1685791,183.9456177,29.65472031,412.3915
1505.175537,1602.661987,276918.8125,294889.9063,0.122873254,0.034894194,955042.5625,1080446,175727136,198802064,257232.3438,61779.57422,36924,182.9407043,183.9777527,29.60186768,412.373
1504.320313,1602.661987,276775.7188,294889.9063,0.123586588,0.034894194,959555.5,1085254,176557456,199686736,257868.7344,61953.41016,36927,182.9069519,183.9872284,29.56687737,412.3545
1503.960449,1602.661987,276711.25,294889.9063,0.123901144,0.034894194,967075.3125,1093267.25,177941008,201161184,258932.2188,62243.14063,36932,182.6306152,183.9883728,29.5194931,412.336
1503.744263,1602.661987,276666.9688,294889.9063,0.124109298,0.034894194,974594,1101280.625,179324352,202635632,259997.5781,62532.86719,36937,182.2928467,183.9853821,29.47933769,412.3175
1503.613647,1602.661987,276636.3125,294889.9063,0.124248125,0.034894194,982112.0625,1109293.875,180707536,204110080,261064.2188,62822.59375,36942,181.9236298,183.9809875,29.44599724,412.299
1503.534546,1602.661987,276615.0938,294889.9063,0.124342397,0.034894194,988878,1116505.875,181952304,205437088,262024.9688,63083.34766,36946.5,181.5783844,183.9765472,29.42074013,412.2805
1503.505493,1602.661987,276593.1875,294889.9063,0.124415949,0.034894194,995643.75,1123717.875,183196976,206764080,262986.3438,63344.10547,36951,181.2246094,183.9655151,29.39892578,412.262
1382.222656,1473.845947,254288.8906,271187.8125,0.1240585,0.0340271,997026,1125191.75,183451264,207035280,263182.125,63396.02344,36952,185.8251801,183.9710083,29.37272453,412.2435
1381.844604,1473.845947,254226.625,271187.8125,0.124399602,0.0340271,1001171.5,1129613.25,184213936,207848832,263771.0938,63551.77344,36955,185.8095856,183.9762726,29.35272026,412.225
1381.796997,1473.845947,254218.8125,271187.8125,0.124444388,0.0340271,1001862.438,1130350.125,184341040,207984432,263869.2813,63577.73047,36955.5,185.8043518,183.9769592,29.34959984,412.2065
1381.750488,1473.845947,254211.1563,271187.8125,0.124486521,0.0340271,1002726,1131271.375,184499936,208153920,263992.0625,63610.17969,36956.125,185.7932587,183.9776154,29.34576607,412.188
1381.70105,1473.845947,254202.9688,271187.8125,0.124531314,0.0340271,1004075.313,1132710.625,184748176,208418752,264184,63660.88281,36957.10156,185.773056,183.9782715,29.33992767,412.1695
1381.650635,1473.845947,254194.4844,271187.8125,0.124577507,0.0340271,1006183.563,1134959.5,185136048,208832560,264484.0313,63740.10156,36958.62744,185.7366638,183.9788361,29.33128548,412.151
1381.643799,1473.845947,254193.3281,271187.8125,0.12458384,0.0340271,1006513,1135310.875,185196656,208897216,264530.9063,63752.48047,36958.86588,185.7313843,183.9789276,29.32994461,412.1325
1381.635132,1473.845947,254191.8438,271187.8125,0.124591842,0.0340271,1006924.75,1135750.125,185272400,208978032,264589.5,63767.95313,36959.16388,185.7236481,183.9790039,29.32829094,412.114
1381.623535,1473.845947,254189.8438,271187.8125,0.124602564,0.0340271,1007568.125,1136436.5,185390768,209104320,264681.0625,63792.12891,36959.62955,185.7118988,183.9790955,29.32575226,412.0955
1381.607788,1473.845947,254187.0938,271187.8125,0.124617122,0.0340271,1008573.375,1137508.875,185575712,209301632,264824.1875,63829.90234,36960.35715,185.6930237,183.9792023,29.32190704,412.077
1381.587646,1473.845947,254183.4531,271187.8125,0.124636084,0.0340271,1010144.063,1139184.375,185864688,209609936,265047.8125,63888.92578,36961.49402,185.6627502,183.979248,29.316185,412.0585
